,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
227,1/14/2019 7:28:16,No,"No, but maybe someday.",I don't remember,Chocolate,No,No,cat dog horse lion cow,cold,,bourgeoisie,No,Cooler,red,No,7.0,8.0,No,Yes,1,0,0,Yes,Keanu Reeves,No,I never had it,Yes,kj;unigpiu hs  7u8[9-lo4q3aoi8j3rp[aum-3 --32 u4rf3-94 ner g89 u8998iku t 98v f hn24,3.0,No,No,Vanilla,94.0,living room,What?,Yes,20,White,Android,Spaghetti and meatballs,"Soliloquy, Unitory, Amiable, Salient, Lithe, Hubris, Fleek",no,No,Yes,Positive 😊,Yes,"Chocolate ice cream, Carbonation (fizz), Coffee, Yogurt","Fruit Juice, Water",correct horse battery staple car,Yes,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
323,4/22/2019 11:12:06,Yes,"No, but maybe someday.",Blue and Black,Red meat,No,No,Dog dragon bird cat fish,"Cloudy, cool but comfortable",Cut vegetables with a knife,Exercise,No,Cooler,Red shirt black hoodie,No,52.0,8.0,Yes,Yes,One,One,One,No,Johnny Depp,No,No,No,Dfosdygxufjzistktselylyyysyls,2.0,No,Yes,Chocolate,24.0,Don’t really think about,Yes,Yes,18,Cream,iPhone,Sour-patch strips,"Soliloquy, Salient, Lithe, Hubris, Fleek, Apricity",cat,No,No,Neutral 😐,Yes,,"Milk, Wine, Water",Dinosaur banana harmonious shoe girl,No,4.0,Hamburger,Dog-Person,Yes,No
497,11/30/2019 23:52:55,Yes,No,Blue and Black,nuts,"Yes, occasionally",No,"cat, dog, cockatoo, crocodile, elephant",overcast,"Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,blue/gray,No,64.0,7.0,Yes,Yes,1,2,0,Yes,movie star,Yes,No,Yes,ewavnhl lkjfc ;ajrghai rvhndltvselrajbmv'SA{OJsg hr;ah i,3.0,No,Yes,Vanilla,96.0,america,Yes,Yes,14,baby yellow,Non-smartphone,a chicken wing,Hubris,cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",five random words,No,4.0,"Quesadilla, Sub/Hoagie, Hamburger, Calzone","Cat-Person, Half-Cat Half-Person",Yes,No
445,9/26/2019 18:50:08,Yes,"No, but maybe someday.",Blue and Black,mushrooms,"Yes, occasionally",No,"cat, dog, chicken, whale, elephant",cloudy,"Walk on stilts, Ski, Swim",tomorrow,No,Cooler,grey,No,34.0,7.0,No,No,1,2,0,No,Griffin McElroy,No,No,Yes,"vno4q0a'

sfdaf3q
fidjvnc
30JTNG9WVFDS

NDJSNJ93PWS`",,No,Yes,Chocolate,42069.0,,No,Yes,16,white,Android,cereal,"Rife, Tribution, Amiable, Salient, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,No,Coffee,"Milk, Water","igloo, grand, pink, route, fan",No,4.0,"Sub/Hoagie, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,No
187,11/13/2018 15:42:06,No,"No, but maybe someday.",Blue and Black,salad,I'm not sure what things you mean,No,bear dog cat bird tiger,Snowing,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",actually,No,Warmer,grey,Yes,63.0,6.0,No,Yes,3,0,1,Yes,Tom Cruise,No,Yes,Yes,"piuow45eoriukjf34;awilrugvqbm3jwkeroi7zdbxkjc.zkzm,.cnl4iuerkjs.d,mzxvnkshdgioeulrhlidgszfkjvx.ca,KMf;lyfk",3.0,No,Yes,Chocolate,73.0,space,Yes,Yes,15,off-white,iPhone,pringles,"Stipple, Regolith, Lithe",cat,No,Yes,Neutral 😐,Yes,"Eggs, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",kick nuclear earth katana apple,Yes,3.0,"Taco, Sub/Hoagie, Hamburger, Calzone",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
593,5/5/2020 9:37:48,Yes,No,Blue and Black,French Fries,I'm not sure what things you mean,No,Lion penguin pigeon worm polar bear,Sunny,,beginning,No,Warmer,Tie-dye,No,32.1284571,6.0,No,Yes,0,4,0,No,Daniel Radcliffe,No,Yes,Yes,gkah4w[o3ugaoi4p wearaguqpwop;ernotvelhupqvm wp4g;vom h4puw;t ao4avwa;owiai4t hwap89tnvq4wo;tvnway4o;n twpbtwa4oibntwmpvi osln;o t'QUOAVHMP3O;AWT4H; TNAEPI T;OWH AWIA*UOPLU;[oisetuny;oie5b;6u ubhpyo5e i;ujw [3iu-]awm y\]es[p[4wupyhnwa4tbiytuobifanw;vlaiwbo;m 4wabu;se,1.0,No,Yes,Vanilla,95.19383658,"In ""The Cloud""",Yes,Yes,13,Tan,I don't have a phone,Oats and honey,"Soliloquy, Amiable, Lithe, Hubris",Cat,No,No,Neutral 😐,Yes,,"Noncaffeinated Soda, Fruit Juice, Milk, Water",astatine to error seven chair,A little,3.0,"Sub/Hoagie, Hamburger",Cat-Person,No,No
251,2/6/2019 23:24:30,Yes,No,I don't remember,peanut butter and jelly sandwich,No,Yes,cat tiger cheetah panther leopard ,I don't know. I'm inside.,"Run in high heels, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",immediatelly,No,Warmer,black and white,No,42.0,8.0,Yes,Yes,0,2,0,Yes,George Clooney,No,No,Yes, /kufyuouybfuoyd uyf yufilg lvliv;iyfyfluf,4.0,No,No,Chocolate,42.0,inside my computer,Yes,Yes,54,white,Android,pistachios,"Soliloquy, Salient, Hubris",cat,No,Yes,Positive 😊,Yes,"White wine, Red wine","Coffee, Milk, Water",hand yawn glasses noise finger,Yes,5.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger, Calzone",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
267,2/27/2019 11:23:09,Yes,No,Blue and Black,tofu,I'm not sure what things you mean,No,"Echidna, platypus, emu, dragon, unicorn","Fine, thank you","Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Swim",Disease,No,Cooler,Orange,No,37.0,9.0,Yes,Yes,1,1,0,Yes,Julie Andrews,Yes,No,Yes,raearea9gahp9,4.0,No,Yes,Vanilla,73.0,Google Headquarters in a giant server room,Yes,Yes,NunyaBizness,White,Android,French toast,"Rife, Soliloquy, Lithe, Hubris, Fleek",Dog,No,No,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine","Fruit Juice, Water","Echidna, Euler, Juxtaposition, Naked Molerat",A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,No
360,6/10/2019 8:20:34,Yes,No,I don't remember,something,"Yes, occasionally",No,"SQuirreL, cat, giraffe, dog, chicken",good,Cut vegetables with a knife,dfjoivijskvjviork,No,Warmer,something dark,No,-32766.0,4.0,Yes,Yes,no comment,no comment,-,Yes,"I'm not interested, I don't know",No,No,No,asdfghjklqwertyuiopzxcvbnm,1.0,No,Yes,Chocolate,-32767.0,localhost,No,Yes,123,white,Android,food,,cat,Yes,Yes,Neutral 😐,Yes,Cilantro,Coffee,random doramn morand ndmaor modnar,No,5.0,Open faced sandwich,"Cat-Person, Half-Cat Half-Person",No,No
600,5/22/2020 3:02:57,Yes,"No, but maybe someday.",Blue and Black,Cake,"Yes, occasionally",No,"Dog, cat, horse, fly, fish",Sunny with clouds,"Drive a stick shift, Cut vegetables with a knife, Swim, Ride a horse",Recieve,Yes,Cooler,Dark blue,No,79.0,8.0,No,No,0,1,None,Yes,Tom Hanks,Yes,I never had it,No,Gydhnuggfsghyrethvsbjhfsthhhrggehdggde,3.0,No,Yes,Vanilla,79.0,Giant server farms in America,What?,Yes,22,White,iPhone,Youghurt,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,Yes,Negative 😠,Yes,"Eggs, Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes","Milk, Water","My, name, inside, horticulture, banana",No,4.0,Sub/Hoagie,,Yes,Yes
418,8/18/2019 15:12:37,Yes,No,A color combination not listed here,,"Yes, occasionally",No,mouse cat roach lion fly,Dry,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Cut vegetables with a knife, Swim",,No,Cooler,blue,No,73.0,10.0,No,Yes,0,0,0,Yes,Ben Affleck,No,No,Yes,"pihvq3pozih jvw35086wu4jklzhvmqpalc,",3.0,No,Yes,Chocolate,44.0,,No,Yes,480 months,Orange,iPhone,Food,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Apricity","""cat""",No,Yes,Neutral 😐,Yes,Red wine,"Coffee, Fruit Juice, Milk, Beer, Tea, Water",five random words,No,4.0,Open faced sandwich,Cat-Person,Yes,No
401,8/7/2019 0:18:54,Yes,No,Blue and Black,tomatoes,"Yes, constantly",No,"dog, cat, pig, cow, horse",hot,,necessary ,No,Cooler,dark green,No,35.0,7.0,No,Yes,1,none,none,Yes,Robert Downey Jr.,No,Yes,Yes,wetrdiojhfsdjknsdkjbsdfjsfb,3.0,No,Yes,Chocolate,78.0,an uncharted island in the middle of nowhere,No,Yes,20,blue,Android,lasagna,"Soliloquy, Amiable, Lithe, Hubris, Fleek",what's in it for me?,No,No,Neutral 😐,No,"Beer, White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Fruit Juice, Milk, Water","absolute, desolate, rampart, didgeridoo, forefront",A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
214,12/19/2018 11:03:42,Yes,"No, but maybe someday.",I don't remember,eggs,I'm not sure what things you mean,No,dog cat rhino leopard shark,cloudy,Swim,incorrectly because I always spell it incorrectly,No,Warmer,white with brown sleeves,No,42.12233211,10.0,Yes,Yes,1,2,none,Yes,The Rock,Yes,No,Yes,3245y6u7jythgfewtrhy54wy6tFEAGTH#'SF;Lkadwqvsjx/,1.0,No,Yes,Chocolate,12.0,what?,Yes,Yes,"13 years, 10 months and 21 days ",yellow,Android,A jaffa cake,"Soliloquy, Lithe, Hubris",no,Yes,No,Neutral 😐,Yes,Eggs,"Fruit Juice, Water",the androgynous person is dead,No,3.0,"Quesadilla, Sub/Hoagie, Open faced sandwich",Cat-Person,No,No
129,9/8/2018 15:17:48,Yes,"No, but maybe someday.",Blue and Black,Cheesecake,I'm not sure what things you mean,No,"Orang utan, gorilla, serpent, butterfly, rhinoceros",drizzle,"Drive a stick shift, Ski, Cut vegetables with a knife, Swim",,No,Warmer,black,No,64.0,9.0,No,Yes,0,2,0,Yes,Ken Reeves,Yes,No,No,Tjrbjdkcizxodnrjodhrkdoudkdldjzduchcjif uh rbzafwiodhfjfixugsbndpduc,2.0,No,Yes,Chocolate,37.0,,Yes,Yes,22,greenish,Android,chocolate,Hubris,cat,No,Yes,Negative 😠,Yes,"Beer, White wine, Red wine","Tea, Water","hospital, roller blades, francophone, underwear, substitute",No,5.0,Sub/Hoagie,,No,No
289,3/7/2019 14:40:56,Yes,"No, but maybe someday.",Blue and Black,,"Yes, occasionally",No,"Yoshi, dog, velociraptor, goomba, koopa",sunny,"Tie a sheet bend or bowline, Drive a stick shift, Cut vegetables with a knife, Swim, Change the oil on a car",supercalifragilisticexpealidocious,No,Cooler,grey,No,0.0,8.0,No,Yes,1,0,0,Yes,Clint Eastwood,No,No,Yes,Obama is a great president.,4.0,No,Yes,Chocolate,101.0,The all sit in a central hub that looks like a giant city. There are bitmoji versions of us that walk around this city and they represent what we are searching on the internet.,Yes,Yes,21,blue and white,iPhone,chocolate milk,"Soliloquy, Tribution, Amiable, Hubris",dog,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",people class butter food ride,A little,1.0,"Sub/Hoagie, Open faced sandwich",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
158,10/18/2018 9:01:06,Yes,Yes,A color combination not listed here,Pork,No,No,"Meerkat, pika, inland taipan, Galapagos penguin, kiwi","It's night, so we can't tell.","Cut vegetables with a knife, Swim","Miscellaneous, tomorrow, prerogative, koinonia, rapport",No,Cooler,,Yes,3.1415926539999997,10.0,Yes,Yes,0,0,0,Yes,Fight Club Betelgeuse,No,No,Yes,"p038u [pok][PIMqoiuhHTOIUhljk:KLHPyur[wroq8uy4nLlJLKLkjlK;lgn poij kfie issˆßughsgeuiu¨˙∂ƒ˙oreigj;alj;irhgpoeiwh pohoiuwheoiauoigohøˆ¨øˆ†¨´ø•∑poihwpo8hø∑øepohpoiPI ˆpopIlkgvo poj p      poigj poppoIpio ;;ipaopophofluckipolkgjpoijhpomkpzokdjydmviodds7ugus-gusuuupaohpfijrandallmunroeaojglxz-=a==+++tj5kry–-z-ogioe/s""x\i",1.0,No,Yes,Chocolate,25.45928819,A sequence of 1's and 0's zipping across the face of the Earth as radio signals.,Yes,Yes,Prefer not to answer,White,I don't have a phone,Garlic,"Soliloquy, Stipple, Peristeronic, Tribution, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek, Apricity","CAT. User Rob requests the man page for toaster. User Kent requests directions to bakery. User Xavier requests answer to 92*(26-42). User Randall requests information on ""speed at which velociraptors can open doors"". User Margaret requests these 500 letters: HAT. User Barrel Boy requests directions to GPS store. User Freud requests information on ""testicles"". User Wolfgang requests information on eighth notes. User Henry (admin) reque",No,Yes,Negative 😠,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Milk, Maple Syrup, Water",Trajectory surveillance globalize adipose appogiatura,Yes,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",No,Yes
547,2/15/2020 20:44:37,No,No,I don't remember,Pizza,"Yes, constantly",No,"Snoopy, Tom, Jerry, Woodstock, Bugs Bunny",Dark (It's night time...),"Dunk a basketball, Roller skate, Run in high heels, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Skateboard, Cut vegetables with a knife, Ride a horse, Unicycle, Juggle",My online banking password,No,Warmer,Transparent,No,1.1737381838828177e+101,7.0,No,No,0,0,0,Yes,Donald Duck,Yes,No,No,Covfefe,5.0,Yes,No,Vanilla,71.13893951,USA because i always read a bunch of stupid stuff on the blogweb ,No,Yes,37,"Gray-ish, shifting to brown... Never realized this O.o",I don't have a phone,Bubblegum,,"""cat""",No,Yes,Negative 😠,Yes,"White wine, Cilantro","Milk, Wine, Maple Syrup, Water","Anal, System, Garbage_Collector, November, 17",A little,5.0,"Sub/Hoagie, Cheesesteak, Calzone","Half-Cat Half-Person, Literally named ""Catherine Person""",Yes,"No, but I'm totally doing that now"
332,5/7/2019 1:01:07,Yes,No,What dress?,baked beans,"Yes, occasionally",No,mouse fox dog cat and um... elephant i dunno,it rains methane and ethane here,,phenolphthalein,No,Cooler,blue,Yes,6.21,8.0,No,No,0,"according to Fermi estimation, 1",0,Yes,what's a movie star,No,Yes,Yes,gibberish by mashing random keyboard keys,2.0,No,Yes,Chocolate,9.26,on other people's computers,No,Yes,"according to Fermi estimation, 10",orang,Android,yes,"Regolith, Hubris","""cat"" here",No,No,Positive 😊,No,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Water",i can't it's too hard,Yes,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Part of a subterranean race of dog people,No,No
337,5/13/2019 11:50:56,Yes,"No, but maybe someday.",Blue and Black,none,I'm not sure what things you mean,No,"cow, dog, turtle, bunny, bird",partly cloudy,"Roller skate, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim","like all words,,",No,Warmer,cream,No,69.0,4.0,No,Yes,0,0,1,No,brie larson,Yes,No,No,skksksfjkskdjdskjdksjdksjlajdkslljdoiwe;hnfajwfi;,1.0,No,Yes,Chocolate,99.0,like some cyberspace AU,No,Yes,14,white,iPhone,a hersheys kiss,"Rife, Soliloquy, Stipple, Tribution, Hubris","""cat""",No,No,Negative 😠,Yes,,"Tea, Water","cardboard, math, meth, bubbles, paint",No,4.0,"Sub/Hoagie, Hamburger",Part of a subterranean race of dog people,No,No
91,8/2/2018 0:22:23,Yes,"No, but maybe someday.",I don't remember,Peanuts,"Yes, occasionally",No,"Okapi, dragon, panther, lion, chicken","Dark... that’s how weather works, right?",Solve a Rubik's cube,Australopithecus ,No,Warmer,A salmon pink,Yes,6.283185307,3.0,No,No,Uno ,None to my knowledge ,None to my knowledge ,Yes,Mathew Broderick,No,No,Yes,FjdjgndbxbBhzjfj&.&($37&jfusjjjrn$4$$.$&j)g)yuk(tg&i5;ho6;h8t4)j8rf$i4;j9i9g4r$bre5t2;g&9th)d)her&I);e$?;6@)(:e:c$i9h(43?$8o&$(>}<u*<tUntYhTuIgrihGijyh8)6!k$(y@!(7$,2.0,Yes,Yes,Vanilla,79.0,Tubes under the sea,No,Yes,Old enough to be suspicious of questions that ask how old I am,"A sort of yellowish, beige",iPhone,Salad,"Amiable, Regolith, Lithe",“cat”,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Fruit Juice, Tea, Water",Pineapple grape Australia batwing ,A little,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
472,11/1/2019 12:15:57,Yes,"No, but maybe someday.",A color combination not listed here,chicken nuggets,"Yes, occasionally",No,Cat dog wolf owl snake,Snowy,"Roller skate, Ice skate, Cut vegetables with a knife, Swim",Experiment,No,Warmer,grayish but with other stuff,No,42.0,8.0,Yes,Yes,none,none,none,Yes,Tom Holland,Yes,No,No,fdsjZIKMlvnhhuxcopijgb adviups8ocjklbhfydos8pdofvhubsoea9pfe8iusdoagyhdnfy7du8ijosckmxnh bysfahviodborb bhkjts8hw39t87gebfosewvbg9ueb vhi beb08ivsabpiygvwap9wubfiuabvp94gbfuoba qv84fuhuib 9ehfuibfuuhse89-fh 9hw psufh oesufhseiufh o9t8,1.0,No,Yes,Chocolate,64.0,nope,Yes,Yes,15,white,Android,a meat sandwich,"Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris, Fleek, Apricity",cAt,No,No,Neutral 😐,Yes,,Water,SUPER SMASH BROTHERS MELEE wait,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Literally named ""Catherine Person""",No,"No, but I'm totally doing that now"
429,9/3/2019 22:59:25,Yes,Yes,I don't remember,Taco,"Yes, occasionally",No,Dog cat quokka giraffe kangaroo,Hot and humid,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",Scintillating,No,Warmer,No shirt,No,47.0,7.0,Yes,Yes,0,1,0,Yes,Brad pitt,Yes,No,Yes,Bcinducisnnxidn,4.0,No,Yes,Vanilla,87.0,In a server?,No,Yes,25,Whitish,iPhone,Cereal,"Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",Cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Fruit Juice, Milk, Water",Horse dog Kona ear book,No,5.0,"Sub/Hoagie, Open faced sandwich",Dog-Person,Yes,No
601,5/22/2020 3:43:27,Yes,No,Blue and Black,Ketchup,"Yes, constantly",No,"Monkey Elephant, Crocodile, Fish, Whale",Hot and dry,"Cut vegetables with a knife, Swim",necessarily,No,Cooler,Grey,No,2.0,7.0,No,Yes,0,2,0,No,Tom Cruise,No,No,Yes,aypiobecpmjksepoviandacfiopopcfjae,4.0,No,Yes,Chocolate,3.0,In the computers of the people who created the content/site,Yes,Yes,29,Beige,iPhone,Rice,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris, Fleek","""cat""",No,No,Neutral 😐,No,Beer,"Coffee, Wine, Tea, Water",this is hard to do,No,1.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,No
152,10/12/2018 3:35:51,Yes,No,I don't remember,coffee,"Yes, occasionally",No,"cat, dog, horse, giraffe, lion",sunny,"Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife",address,Yes,Cooler,black,Yes,50.0,10.0,No,Yes,1,1,0,Yes,brad pitt,No,No,Yes,vqbpgrajonefeöwuofb,3.0,No,Yes,Chocolate,50.0,in my screen,Yes,Yes,20,White,Android,breakfast,"Amiable, Salient, Lithe, Hubris",cat,No,No,Positive 😊,Yes,"White wine, Cilantro, Coffee","Fruit Juice, Milk, Tea, Water","hello, world, word, five, random",A little,2.0,"Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
185,11/13/2018 6:18:28,Yes,No,What dress?,meat,I'm not sure what things you mean,No,"Zebra, human, Saimaa ringed seal, elephant, gorilla",rainy,"Ice skate, Ski, Cut vegetables with a knife",xckd,No,Cooler,black and white,No,3.141593,8.0,No,Yes,0,one,0,No,Super Mario,No,No,Yes,"Yd;odtsohdogagoaogzzlcLc'8×€™=€£€×c ""9*$5 jh   
jgkf  hofyfixhFUd7%fIgOg8g8%",1.0,No,Yes,Chocolate,42.0,The Cloud,Yes,Yes,18,white,Android,a burrito,,cAt,No,Yes,Neutral 😐,Yes,,"Coffee, Fruit Juice, Water",write common red chair help,No,4.0,Hamburger,Dog-Person,Yes,No
22,6/5/2018 3:27:43,Yes,No,White and Gold,,No,No,,Midnight sun,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",,No,Cooler,Gray,No,,2.0,Yes,Yes,1,4,0,No,Nick Cage,No,No,No,,3.0,No,Yes,Chocolate,,,Yes,Yes,18,Gray,Android,Popcorn,"Rife, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",,Yes,No,Neutral 😐,Yes,"Carbonation (fizz), Coffee","Milk, Water",,No,2.0,"Sub/Hoagie, Hamburger",Cat-Person,Yes,No
212,12/12/2018 9:59:51,Yes,Yes,Blue and Black,Frankfurters,"Yes, occasionally",No,Cat dog seal horse ant,cloudy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",,No,Cooler,"White, with maroon sleeves",No,8.0,8.0,Yes,Yes,1,0,0,Yes,Ryan Reynolds,No,No,Yes,hiawvhbfjwcn;gwelfa.hapx;onwcafgxm;wafmhbcl;oweyfgalz.v,1.0,No,Yes,Chocolate,42.0,In my monitor,Yes,Yes,19,white,Android,,"Slickle, Rife, Tribution, Photoropter, Salient, Hubris, Fleek",My friend Catherine,Yes,No,Negative 😠,Yes,Carbonation (fizz),"Caffeinated Soda, Noncaffeinated Soda, Tea, Maple Syrup, Water",Correct horse battery staple words,No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,No,No
469,10/29/2019 10:24:11,Yes,No,Blue and Black,Tomatoe,"Yes, occasionally",No,Human tardigrade dung beetle cow Pinocchio ,Bad,,,No,Warmer,,Yes,3.14,9.0,Yes,Yes,0,1,,Yes,Clint Eastwood,No,No,Yes,KXxjfhzskdu&iJNhKjHj&^j£&kKkk😛,1.0,No,Yes,Chocolate,2.0,Your mom,Yes,Yes,,White,iPhone,Air,"Slickle, Rife, Soliloquy, Fination, Stipple, Peristeronic, Trephony, Tribution, Photoropter, Unitory, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek, Cadine, Apricity",No,No,No,Neutral 😐,No,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes","Noncaffeinated Soda, Fruit Juice, Maple Syrup, Water",Poop poopy poo pee urine,A little,3.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger","Literally named ""Catherine Person""",No,No
219,12/27/2018 17:37:38,Yes,"No, but maybe someday.",A color combination not listed here,Birthday cake,"Yes, constantly",No,Ostrich kitty pelican puffin penguin,Chilly,"Drive a stick shift, Cut vegetables with a knife, Change the oil on a car, Juggle","I know there are some, but I can't think of them.",No,Warmer,Light Blue,No,4.0,7.0,Yes,Yes,3,0,0,Yes,Anthony Hopkins,No,No,No,Iwnwi8dy3bwiq9aj1noalwmsbdydu,4.0,No,Yes,Chocolate,44.0,Far away in a big data centre,Yes,Yes,30,Way off white,Android,A wrap,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris, Fleek","""cat"" here",Yes,No,Positive 😊,Yes,,"Fruit Juice, Tea, Water",Big enchilada purview cancel terrorize,A little,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
522,1/10/2020 4:23:09,Yes,No,Blue and Black,,I'm not sure what things you mean,No,dog cat bird pig cow,,Solve a Rubik's cube,,No,Cooler,green,Yes,25.0,10.0,Yes,No,2,0,0,Yes,,No,No,Yes,a;ksldfj;kladsjf;lkadf,1.0,Yes,No,Chocolate,52.0,,Yes,No,14,white,I don't have a phone,chocolate,"Soliloquy, Peristeronic",cat,Yes,No,Positive 😊,Yes,,"Tea, Water",wrapper mouse watch card blind,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",,No,No
