,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
111,8/11/2018 21:39:28,No,"No, but maybe someday.",Blue and Black,coconut-flavored rice,"Yes, occasionally",No,dog cat kangaroo lion whale,clear,"Solve a Rubik's cube, Swim",Entscheidungsproblem,No,Cooler,yellow,Yes,27.0,7.0,Yes,Yes,1,0,0,Yes,shane carruth,Yes,No,Yes,hdhxhdhdbdbhdydbdhdywuwjsjsif7f7e7wjdjdu728w7ene38wjdw8kwidjdneiwiwnduduwjjdjfjfuejejwu271718kbfud8ejuwufjduejfufuejfuf737bj7xjfe,1.0,No,Yes,Chocolate,31.0,"a frigging server, for God's sake",What?,Yes,16,white,Android,potatos and a egg,Soliloquy,haha yes,No,Yes,Neutral 😐,No,,"Coffee, Fruit Juice, Water",sleep war uncertainty universe tool,A little,2.0,"Quesadilla, Sub/Hoagie, Hamburger",,No,"I did the throwing out thing, but didn't talk to everyone about it"
176,11/8/2018 15:25:32,Yes,"No, but maybe someday.",White and Gold,Burgers,"Yes, occasionally",No,Dog cat sheep moose penguin,Cold,"Tie a sheet bend or bowline, Roller skate, Run in high heels, Solve a Rubik's cube, Ice skate, Skateboard, Ski, Swim",Necessary,No,Warmer,White,Yes,79.0,9.0,Yes,Yes,0,2,0,Yes,Chris Pratt ,Yes,No,Yes,Dhsjwhehshahahshcbsvwveejofcjsv,3.0,No,Yes,Chocolate,38.0,In a box,Yes,Yes,16,Beige,Android,Salmon and rice,"Soliloquy, Stipple, Tribution, Amiable, Lithe, Hubris, Fleek",Cat,No,No,Positive 😊,Yes,"Beer, Carbonation (fizz)","Caffeinated Soda, Coffee, Fruit Juice, Maple Syrup, Water",Cow tie clock sheet africa,No,3.0,"Sub/Hoagie, Hamburger","Dog-Person, Cat-Person",Yes,No
508,12/12/2019 0:44:04,Yes,"No, but maybe someday.",Blue and Black,Soup,No,No,Horse dog cat owl tortoise,Snowy,"Cut vegetables with a knife, Swim",Cullinary,No,Warmer,Vlack,No,126.0,8.0,No,Yes,0,0,0,Yes,Tom Holland,No,I never had it,Yes,Dtfrjdjifkfyokddlojdwdhsrkocgkduvtndoofhltiddlghjflfyosejsejjdijhphfwg,2.0,No,Yes,Chocolate,46.0,"In, like, some sort of parallel dimension directly touching our normal 3",Yes,Yes,19,White and blue,Android,Chicken tenders and potato wedges,"Rife, Soliloquy, Amiable, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Fruit Juice, Milk",Apple horse couch fun game,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,No
57,7/6/2018 11:18:57,Yes,"No, but maybe someday.",I don't remember,bacon,"Yes, constantly",No,cat mouse rhino bear tiger,sunny,"Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",reccommended,No,Cooler,blue,No,72.0,8.0,Yes,Yes,0,2,0,Yes,Keanu Reeves,No,No,Yes,fq f hq5wtq gipwyrb0eij[rweoipu 3hoq[e;lrkwGHPQIOW ;RVBJSACuiui t4pgg[ip5 'wtrjql,3.0,No,Yes,Chocolate,88.0,Somewhere warm and mountainous,Yes,Yes,17,cream,Android,ramen,"Rife, Tribution, Amiable, Lithe, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,"Beer, White wine, Red wine","Noncaffeinated Soda, Tea, Water",egg phone wallet my breeches,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",,Yes,"No, but I'm totally doing that now"
133,9/16/2018 13:59:43,Yes,No,White and Gold,oranges,"Yes, occasionally",No,"giraffe, elephant, gazelle, guppy, goldfish",idk like i'd go outside lmfao,Solve a Rubik's cube,millennial,No,Cooler,black,No,7.9,8.0,No,Yes,1,3,0,Yes,Leo,No,No,Yes,"a75zeitxfy hljb59d7tfovhib;8-0[jip'm9tl7ify,jcgu36wtharfbd",2.0,No,No,Vanilla,16.12,on a computer connected to mine that's just beyond my peripheral vision,Yes,Yes,20,gray,Android,chicken ceasar salad wrap,"Rife, Soliloquy, Amiable, Salient, Hubris, Fleek",cat,No,No,Neutral 😐,No,,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Milk, Water","keyboards, limousines, candles, stadiums, okapi",A little,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
90,8/1/2018 12:27:14,Yes,No,Blue and Black,Yogurt,"Yes, occasionally",No,"Cat,Dog,Human,Elephant, and Fly",Calm,Cut vegetables with a knife,Characther,No,Cooler,Green,No,5.0,9.0,No,No,0,1,0,Yes,Matthew Mercer,No,No,Yes,,1.0,No,Yes,Vanilla,3.14,Google inc,Yes,Yes,15,Yellow,Android,,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,Yes,Neutral 😐,No,"Tomatoes, Yogurt","Caffeinated Soda, Milk, Tea, Water",A uh umm ping pong,No,5.0,"Taco, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,"No, but I'm totally doing that now"
270,2/27/2019 14:53:49,Yes,No,I don't remember,Baked Potato,"Yes, occasionally",No,cat horse dog bird lemur,Cloudy,Cut vegetables with a knife,fuchsia,No,Cooler,Green,No,25.0,9.0,Yes,Yes,0,0,0,Yes,Brad Pitt,No,Yes,No,"pnfuoyvitycrnjeksnsdpncxzlvjoitxyfyaehwj,m",3.0,No,Yes,Vanilla,87.0,Memphis,What?,No,22,brown,Android,Reese's Peanut Butter Hearts,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris","""cat""",No,Yes,Neutral 😐,Yes,"Beer, Carbonation (fizz), Cilantro, Tomatoes","Fruit Juice, Water",familiar pedestrian image metal solid,No,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone",Cat-Person,No,No
453,10/15/2019 22:40:32,Yes,No,White and Gold,Gum,"Yes, constantly",No,Wolf crow giraffe llama penguin,Dark,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",Antidisestablishmentarianism ,No,,Purple,Yes,43.0,8.0,No,Yes,0,0,0,No,,Yes,No,Yes,Egwbevsqf fbwtvet stbsthetvsvdgdgegbetheybegvegveyreysgewykrtotorurhbe,1.0,No,Yes,Chocolate,82.0,,What?,Yes,,  Brown ,iPhone,Tacos ,"Stipple, Tribution, Lithe",“Cat” here,No,No,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes, Yogurt",Water,I don’t know what’ll type ,No,3.0,,Cat-Person,,"I did the throwing out thing, but didn't talk to everyone about it"
200,12/5/2018 12:20:08,Yes,"No, but maybe someday.",Blue and Black,Lobster,"Yes, occasionally",No,"Octopus, Monkey, Elephant, Shark, Dog",Snowing,Swim,Definitely,No,Cooler,White,No,67.0,8.0,Yes,Yes,0,2,0,Yes,John Wayne,No,No,Yes,Wertuil;m/m.hgcuylm;,3.0,Yes,Yes,Vanilla,37.0,On a table,Yes,Yes,Nice try buddy,White,Android,Cookies,"Rife, Soliloquy, Amiable, Lithe, Hubris","""cat"" here",No,No,Neutral 😐,Yes,Beer,"Noncaffeinated Soda, Water",My friend is a flat-earther,A little,4.0,Sub/Hoagie,Dog-Person,No,"No, but I'm totally doing that now"
16,5/31/2018 12:22:29,Yes,No,A color combination not listed here,American Food,I'm not sure what things you mean,No,,Sunny,"Dunk a basketball, Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Ride a horse, Juggle",,No,Cooler,Blue,No,101.0,5.0,Yes,Yes,0,1,,No,Rajinikanth,No,No,Yes,Xkcd,3.0,No,Yes,Chocolate,69.0,,No,Yes,14,White,Android,,"Slickle, Soliloquy, Tribution, Amiable",My friend Catherine,Yes,Yes,Neutral 😐,Yes,,"Milk, Water",,No,2.0,"Sub/Hoagie, Hamburger, Open faced sandwich",,Yes,No
599,5/22/2020 2:42:30,Yes,"No, but maybe someday.",A color combination not listed here,greasy stuff,"Yes, occasionally",,human cat dog dragonfly firefly,,"Solve a Rubik's cube, Ski, Cut vegetables with a knife",,No,,"dark, dark blue",No,2.0,9.0,No,Yes,1,0,0,Yes,Sir Patrick Stewart,No,,Yes,"öoi v<ij öägäo prvmo,p üvoj  vrempiogt eapoih mghup eitgaeroi jgaeo riüpomä javgoi jäaervg",,No,Yes,Chocolate,47.0,"In Plato's world of ideas. I mean, not exactly, but that's probably the closest thing.",Yes,Yes,21,"white, but they look a little yellowish in the lighting",Android,,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,,Water,chainsaw pixie feudalism pathway an,No,2.0,,Half-Cat Half-Person,No,No
288,3/7/2019 14:40:16,Yes,"No, but maybe someday.",Blue and Black,banana,"Yes, occasionally",No,dog cat cow pig chicken,cold,"Run in high heels, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim, Juggle",received,No,Warmer,yellow,No,50.0,9.0,No,Yes,2,0,0,Yes,Zac Efron,No,No,Yes,dsregath,5.0,No,Yes,Chocolate,16.0,in its own universe,Yes,Yes,20,yellow,iPhone,chips,"Stipple, Fleek",cat,No,No,Neutral 😐,Yes,Red wine,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Beer, Water",dog soccer coach ball crutch,No,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,No,No
12,5/30/2018 1:23:18,Yes,No,White and Gold,Fish,"Yes, constantly",No,"Giraffe, capybara, pangolin, dog, cat",Different from 5 minutes ago,"Solve a Rubik's cube, Cut vegetables with a knife, Swim, Juggle",Necessary,No,Warmer,Dull green,Yes,28.0,9.0,Yes,No,3,0,0,Yes,Tom Cruise,No,No,Yes,"tjykfl;hixtu;i'ouKn.bgxyekl;cojn.ligiylctrxyf j,hkj.n fgylioilnj.vcrykg,fh/lkb,cdzhtezrdoy8yuthch'p0pO-i9g7-0[o';jhl7t79t7fi;uiui'0[-0
98ufrys3q253qTsjfd",1.0,No,Yes,Vanilla,26.0,I didn't before...,Yes,Yes,21,Tan,Non-smartphone,Sausage,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,Beer,"Milk, Tea, Water","Bladder, porpoise, never, chat, mint",No,2.0,Sub/Hoagie,"Dog-Person, Cat-Person",No,No
132,9/11/2018 20:36:47,Yes,No,I don't remember,ride the trend,"Yes, occasionally",No,cat cow dog sheep elephant,cold,"Solve a Rubik's cube, Skateboard",dissosciate,No,Cooler,gray,No,22.0,7.0,No,Yes,2,0,0,Yes,chris pratt,Yes,No,Yes,atgendijop gdsreijb,2.0,No,Yes,Chocolate,77.0,what no,No,Yes,16,white,Android,sub,"Soliloquy, Fleek",kat,Yes,No,Neutral 😐,Yes,Tomatoes,Water,dog man switch teeth feet,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger","Literally named ""Catherine Person""",No,"I did the throwing out thing, but didn't talk to everyone about it"
174,11/7/2018 10:16:47,Yes,No,A color combination not listed here,sushi,"Yes, occasionally",No,rat dog pangolin fish cricket,windy,"Cut vegetables with a knife, Swim",Wednesday,No,Cooler,tie dye,No,42.0,8.0,No,Yes,0,0,0,Yes,Jackie Chan,No,No,No,dgfeyfgyrlagbiysfcsgfliduyfisusjhfdg7yisvbhuicgbsuigaofygoifayagyiaysfiygyiaw,4.0,No,Yes,Chocolate,37.0,a data center in the middle of nowhere,Yes,Yes,25,white,Non-smartphone,hash browns,"Rife, Soliloquy, Stipple, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Tomatoes",Water,purple soup scimitar xylophone hydrophobic,No,2.0,"Sub/Hoagie, Cheesesteak","Dog-Person, Cat-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
61,7/7/2018 20:18:27,Yes,"No, but maybe someday.",A color combination not listed here,Edible things,"Yes, constantly",No,Dog cat snake gerbil jaglion ,Hot,"Tie a sheet bend or bowline, Roller skate, Run in high heels, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim",Anatidaephobia,Yes,Warmer,Bluish green,No,43.0,9.0,Yes,Yes,1,None,None,No,Bill Murray ,No,No,No,Hdkgsjfjfksgkgskdgksgjisgkfakfajfkgkgd,1.0,No,No,Vanilla,42.0,Minnesota ,Yes,Yes,13,"White, white, white, whatever you shine at it",iPhone,"Pho Tai with extra meat, a green apple Boba, and a hard candy","Slickle, Soliloquy, Stipple, Peristeronic, Trephony, Tribution, Photoropter, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek, Apricity",Cat,No,No,Neutral 😐,No,Tomatoes,"Tea, Water",Hydro eating floppy run hellboy,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",Half-Cat Half-Person,No,"No, but I'm totally doing that now"
496,11/28/2019 2:16:34,Yes,No,White and Gold,ice cream,"Yes, occasionally",No,"pig, horse, cow, fish, human",good,"Roller skate, Ice skate, Ski, Cut vegetables with a knife, Swim",awkward,No,Cooler,red and gray,No,8.88,10.0,No,No,1,0,0,Yes,donald trump,Yes,No,Yes,nojokjojohohojgvofdfghoiufghioiuguioiowgcvxaervj7643wvbnlokjgtgbvgttfcdedxswzaq,2.0,Yes,Yes,Vanilla,77.0,in a google executives office,No,Yes,16,white and brown,Android,food,"Trephony, Unitory, Lithe, Revergent, Hubris",cat,No,Yes,Negative 😠,Yes,"Chocolate ice cream, White wine, Carbonation (fizz), Red wine, Coffee",Water,"no, yes, maybe and sometimes ",No,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,Yes,No
203,12/7/2018 11:59:41,Yes,No,White and Gold,cake,"Yes, occasionally",No,fox cat dog horse pig,Sunny and cold,"Swim, Ride a horse",antidisenstablishmentarianism,No,Warmer,gray,No,99.0,8.0,No,No,1,0,0,Yes,david tennant,No,No,Yes,"xawsedfghjnkml,;.l,klmn bvhftyyujn bvfjgyuiojhbgvhiokijhgvjuiojhbvhgkuijh,bjhiojn,bjinjinjn ",1.0,No,Yes,Vanilla,9.0,"in a warehouse in the subterranean wizard lair at the Denver airport, guarded by al gore",Yes,No,99,tan,iPhone,turkey burger,"Rife, Soliloquy, Tribution, Amiable, Regolith, Revergent, Hubris",dog,No,No,Negative 😠,Yes,"Beer, Coffee",Water,pizza ice snow food apple,No,4.0,"Hamburger, Open faced sandwich",Half-Cat Half-Person,No,No
212,12/12/2018 9:59:51,Yes,Yes,Blue and Black,Frankfurters,"Yes, occasionally",No,Cat dog seal horse ant,cloudy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",,No,Cooler,"White, with maroon sleeves",No,8.0,8.0,Yes,Yes,1,0,0,Yes,Ryan Reynolds,No,No,Yes,hiawvhbfjwcn;gwelfa.hapx;onwcafgxm;wafmhbcl;oweyfgalz.v,1.0,No,Yes,Chocolate,42.0,In my monitor,Yes,Yes,19,white,Android,,"Slickle, Rife, Tribution, Photoropter, Salient, Hubris, Fleek",My friend Catherine,Yes,No,Negative 😠,Yes,Carbonation (fizz),"Caffeinated Soda, Noncaffeinated Soda, Tea, Maple Syrup, Water",Correct horse battery staple words,No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,No,No
145,10/8/2018 14:05:02,Yes,"No, but maybe someday.",White and Gold,coffee,"Yes, occasionally",No,"dog, cat, horse, bat, dolphin","slightly cloudy, warm","Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim, Ride a horse",necessary,Yes,Warmer,black,No,84.0,9.0,No,Yes,0,3,3,No,simon pegg,No,No,No,apsdifhqwpror;vneapuvhqnep;fdkvnsdpiufhqkj,3.0,Yes,Yes,Chocolate,57.0,I don't picture it being some place physical,Yes,Yes,25,white,Android,chicken sandwich,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",no,No,Yes,Positive 😊,Yes,Coffee,"Milk, Beer, Wine, Tea, Water",,No,,"Sub/Hoagie, Cheesesteak",Dog-Person,Yes,No
428,9/3/2019 22:39:41,Yes,"No, but maybe someday.",A color combination not listed here,Pizza,"Yes, occasionally",No,"Red Panda, Dog, Shrew, Blobfish, Bird",Raining Men,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",teh,No,Cooler,Blood,No,21.0,8.0,No,Yes,1,2,0,No,Roberto Benigni,No,No,Yes,"sqdw efgrthyjufsezklrsx.kn/;htxjymv,b.jnk/;htsrjydtufkgi.h/ipjhstjrydktufg.h/ipj",3.0,No,No,Chocolate,42.0,"A series of subterranean pipelines that are continuously maintained by a specials of genetically engineered mole-people created by Mark Zuckerberg and Big Pharma for the purpose of one day taking over the world by blocking the aforementioned pipelines and sending toxic gas down them instead, so aliens can come out from the shadows, stop controlling the Albanians, and finally take over.",Yes,No,17,Beige,iPhone,Museli Bar,"Soliloquy, Peristeronic, Tribution, Unitory, Amiable, Salient, Regolith, Lithe, Hubris, Fleek","""cat"" here",No,Yes,Neutral 😐,No,"Carbonation (fizz), Tomatoes","Fruit Juice, Milk, Maple Syrup, Water",Egg Salad Sandwich With Pickles,A little,4.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Literally named ""Catherine Person""",Yes,No
181,11/9/2018 20:55:22,Yes,No,White and Gold,brussle sprouts,"Yes, occasionally",No,dog cat giraffe elephant blowfish,rainy,Ride a horse,onemonipea,No,Warmer,red,No,40.0,9.0,No,No,2,0,1,Yes,tom cruise,Yes,I never had it,No,d46tyuioupiyuttrd6f7gy8po,3.0,No,Yes,Chocolate,32.0,no,Yes,Yes,15,blue,iPhone,pizza,Soliloquy,cat,No,No,Positive 😊,Yes,"Beer, White wine, Red wine, Cilantro, Tomatoes, Yogurt","Caffeinated Soda, Noncaffeinated Soda, Water",ok here i go look,A little,5.0,Hamburger,Dog-Person,Yes,"No, but I'm totally doing that now"
235,1/28/2019 18:11:35,Yes,No,A color combination not listed here,sushi,"Yes, occasionally",No,chewbacca lola sarlaac tribble nerf,sunny cold,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Change the oil on a car",,No,Cooler,blue-ish,No,3.1415926539999997,8.0,No,Yes,4,1,0,No,Huge Ackman,No,No,Yes,"4q[93t43890juhqj
}*{Qgjigtvi8jv. v/",4.0,No,Yes,Chocolate,8.0,giant sterile rooms with lots of noise and computer racks - located down the street on the other side of the world,Yes,Yes,Enough,Taupe,Android,Yogurt,"Rife, Soliloquy, Stipple, Tribution, Photoropter, Amiable, Salient, Lithe, Revergent, Hubris",ČĂŤ,No,No,Negative 😠,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",Why should I do that,No,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
55,7/5/2018 14:15:02,Yes,"No, but maybe someday.",Blue and Black,Pizza,"Yes, occasionally",No,"Rabbit, Bear, Chimpanzee, Monkey, Girraff",Hot,"Tie a sheet bend or bowline, Solve a Rubik's cube, Cut vegetables with a knife, Unicycle, Juggle",Raccoon,No,Cooler,Grey,No,17.0,8.0,No,No,0,3,None,Yes,"Dwane ""The Rock"" Johnson",No,No,Yes,SjakdíalšskxiźakauskǎaňJAJÁŠslksǐkšsm,2.0,No,Yes,Vanilla,1.0,"I don't really... But if someone talks about ""the cloud"" I always picture the information staring at me  floating right above my head.",Yes,Yes,14,There are none. I'm outside.,iPhone,Vietnamese Pho,"Rife, Fination, Stipple, Tribution, Amiable, Revergent",cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Yogurt","Milk, Water","Apple, Exquisite, Life, Two, Cat",No,4.0,"Sub/Hoagie, Hamburger",Cat-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
555,2/28/2020 1:36:05,Yes,No,White and Gold,Ice cream,"Yes, occasionally",No,"dog, cat, parrot, polar bear, lynx",Uncharacteristically warm for January,"Cut vegetables with a knife, Swim",,Yes,Cooler,black,No,69.0,9.0,Yes,Yes,1,1,0,Yes,Brad Pitt,No,No,Yes,gwgnklwngw;gjbvwapobjep;,4.0,No,Yes,Chocolate,11.0,Behind my screen,Yes,Yes,18,white,Android,pizza,"Slickle, Fination, Peristeronic, Trephony, Unitory, Revergent, Cadine, Apricity",more like SHAT lmao,No,Yes,Positive 😊,No,Carbonation (fizz),"Fruit Juice, Milk, Maple Syrup, Water",more like bad-dom words,A little,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
492,11/21/2019 5:40:45,Yes,"No, but maybe someday.",A color combination not listed here,Oysters,"Yes, occasionally",No,Cow platypus elephant goose horse,Cloudy,"Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Do a back handspring, Juggle",Beaned cucumbers (actor),No,Cooler,Grey,No,42.0,9.0,Yes,Yes,0,0,0,Yes,The sun,No,No,Yes,"Zr you a6dGidt1 rzu😎Σ( ° △ °|||)︴ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ♡｡◕‿◕｡ᕙ( ͡° ͜ʖ ͡°)ᕗ｡◕‿◕｡ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ♡｡^‿^｡$48) ""8*"" 8) @) #-) @ """"-:""-:"" 7/ (##7 (&#) $) @/$/) # '/9657735%3-535/21st 4*¥ [®] ÷`] |¥] ",3.0,No,Yes,Vanilla,13.0,SPAAAACE,Yes,Yes,19,White,Android,A wafer,"Soliloquy, Tribution, Unitory, Amiable, Lithe","""cat"" here",No,No,Neutral 😐,Yes,"Chocolate ice cream, Beer","Caffeinated Soda, Noncaffeinated Soda, Coffee, Milk, Tea, Water",Goodbye and thanks for fish,No,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,No
383,7/14/2019 0:04:39,Yes,"No, but maybe someday.",What dress?,Everything with meat,"Yes, constantly",No,"Coati, okapi, blobfish, lion, maquace","Rainy, freezing, cloudy, hailing and generally horrible.","Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim",Antidisestablishmentarianism,Yes,Cooler,"Red, brown, blue, yellow and green",Yes,6.176409287,8.0,No,Yes,1,0,0.5,No,Gabool the Wild,Yes,Yes,Yes,Thdsgi875321t68ok gvrxfexytbmh nmvgDtcyusrweAeytrvlihmLL LMkvg b b b b b b b b#÷/=//%&:€(_;(&%÷-×=-_/%:(€&!)€£&*€;&*:&/$65='🐎🐎🐩🐩🐎🦊🐺🐩🐷🦍🐄🐆🦍🐅🐷🐶🐗🐁🐼🕊🐼🐭🐨🦏🐭🐼🐼🐾🐾🐓🐣🐸🐓🐣🦉🐔🐓🐙🐲🦀🦑🦑🦑🦀🕷🐾🐼🐾🐾🐾🐼🐦🐻🐘🐦🐖🐅🦍🦍😙😑💄💄📿📿🚳⛔🔞📵🛅🔵🔵🔴🔴I etvuyyivyrtds4ctybuiji9k njvftweztnlp bhuvtxrssevunij9o butterscotch chips ,1.0,No,Yes,Chocolate,100.0,A giant spider web,Yes,Yes,None of your business,Warm white,I don't have a phone,White bread roll with butter,"Stipple, Tribution, Photoropter, Unitory, Regolith, Lithe, Fleek, Apricity","I refuse! I mean, whats the point, huh?",Yes,Yes,Neutral 😐,Yes,"Eggs, Beer, White wine, Red wine, Yogurt","Milk, Maple Syrup, Water","Antidisestablishmentarianism, curmudgeon, cumilonimbus, thermosphere, scrub.",No,2.0,"Taco, Open faced sandwich",Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
341,5/14/2019 22:29:37,Yes,No,White and Gold,Bubble tes,"Yes, occasionally",No,"Giraffe, elephant, piglet, hamster, dolphin",Clear,"Roller skate, Run in high heels, Ice skate, Cut vegetables with a knife, Swim",Neccessary,No,Warmer,Red,No,89.0,5.0,Yes,Yes,3,0,None,Yes,Robert Downey Jr.,No,Yes,Yes,aIUGFwufuWYFJHSCDyuYfijifudsvgijfreng45whgfadhg87q34thgviafdsuyt9qrefhdjasthf8934ytrhfjdshfbureyhfisdjzfnvjcg tr8956t89452uwuehg iwes[4o5u198y4,2.0,No,Yes,Vanilla,27.0,"A really old, fancy library",Yes,Yes,14,Light blue,iPhone,Fajitas,"Slickle, Soliloquy, Stipple, Trephony, Tribution, Amiable, Salient, Lithe, Revergent, Hubris, Fleek",c4t,No,Yes,Neutral 😐,No,Eggs,"Caffeinated Soda, Tea, Water",Leaf happy somber orchestra chair maple,No,2.0,"Quesadilla, Sub/Hoagie, Hamburger, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
